reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
873e1dc2-36c3-49d3-9a9f-60b3a453e177,Elijah Adande,https://play-lh.googleusercontent.com/a-/ALV-UjVCOHmi02xzCOGZ8DafFTL_uf_e-xO8sSgHOuqozL2Kq0kASgI,very quick update ♦️,1,0,3.59.2,2026-03-16 20:53:30,"Hi there! We appreciate your feedback! It’s wonderful to hear that you noticed the quick update. Your thoughts mean a lot to us, and we’re always working to enhance your gaming experience. Thank you for being part of our community!",2026-03-16 23:45:39,3.59.2
f2bd7316-97dc-4916-b315-81903aa39af5,Jace Dunton,https://play-lh.googleusercontent.com/a/ACg8ocKABdF8q7-sj303-uuj5lzlWb19YIhopSnahtQ3q6bl_XhwzQ=mo,be your self and play subway surfers.,4,0,,2026-03-16 20:40:17,,,
bb4654e6-5c39-4eb5-bbfd-d549f14bf8fc,Chloe Shore,https://play-lh.googleusercontent.com/a-/ALV-UjWQRtyerwOCllEFOotQcGdTBqacVq8ixzEdLEhQTqIOfHTu9T46,works without internet,5,0,3.60.0,2026-03-16 20:31:23,,,3.60.0
2e14b7fd-34be-4634-9c51-36a2b9d50afa,Mohammad Kamil Hawa,https://play-lh.googleusercontent.com/a/ACg8ocLBynpz6F6vRCXAeE8uPu6tfqaDQ3_EFuXsAuGAS2mnnCfeCw=mo,Happy,5,0,,2026-03-16 20:26:51,,,
3694a007-a98f-4231-8b6a-19a3686740d1,Summer,https://play-lh.googleusercontent.com/a/ACg8ocIHozZMgJXpbvIdaw8V9482LDqy1Y5aOVLJpV9ttQyKLDiT0A=mo,really fun,5,0,3.60.0,2026-03-16 20:19:56,,,3.60.0
07194395-67ab-4a88-8797-1a4be15ba81d,adewale basira,https://play-lh.googleusercontent.com/a/ACg8ocJNkG24ev9qfKblWLJDHDalYOTitRLrFD5bFuJV7xyEN0RHig=mo,this is a seriously game and very helpful game,5,0,,2026-03-16 20:12:36,,,
17902634-cb68-4f8a-8176-e471b2e94a45,Manal Sadha,https://play-lh.googleusercontent.com/a/ACg8ocJcUrFCFjhE4ATjO4-DG1roUaPV4KW1ZuxeAPceLmd1WqiqVg=mo,absolute cinema its good for play without internet and i will say that they should add more features,5,0,,2026-03-16 20:06:01,,,
5bed1fcf-0d95-4e15-a801-febb8989a030,Shawna Hill,https://play-lh.googleusercontent.com/a/ACg8ocJMmntUo-PK76-1M2zz7N-69vVsKp30N9XMMZZ9LsmMDgZqtw=mo,"absolutely marvelous! fun, and little to no ads.",5,0,3.60.0,2026-03-16 19:51:23,,,3.60.0
1f0cb8c1-47b7-43f4-bbd7-dfefc29476db,Niya Kappan,https://play-lh.googleusercontent.com/a-/ALV-UjUOSuCAbFtLpipyCUezRK8Lqd0TLa4Gz7SwKgTv31DtqeLYing,just my childhood,5,0,3.60.0,2026-03-16 19:51:20,,,3.60.0
d6e6ccda-2f05-43e9-b0cf-04cd325199af,Hhgf Ifgih,https://play-lh.googleusercontent.com/a/ACg8ocJq7HTWp5nnT_PTnJEiqKfzit92vp2yKBtjetHu16iVqa62=mo,Sargam of,5,0,,2026-03-16 19:30:23,,,
3c94de6b-be65-49c3-950b-fd3501ab6c45,Gopal Apte,https://play-lh.googleusercontent.com/a/ACg8ocLuhRifDwrgTCuAmsxcJFZcVZCKOcEtS9R-V3l5hpwsiH0fag=mo,This is fun but when I click watch add it lagged,4,0,3.60.0,2026-03-16 19:24:40,"It's awesome to hear you're having fun with the game! We totally get that lagging while watching ads can be annoying. Just so you know, ads and optional purchases help us keep Subway Surfers free, and our team is actively working on improving this. We hope you'll consider updating your rating in the future. Thanks for sharing your thoughts!",2026-03-16 21:33:40,3.60.0
5d51bb4d-9fa8-4167-a058-976f8fe6800f,Oliver Noah,https://play-lh.googleusercontent.com/a/ACg8ocLGEf5A-Gcp0lbAbs6VrJmw6Td5eVE-NJ8db6hd0UTE7RTeyVQ=mo,"Classic, And Just So Addicting. UNLIMETED ENTERTAINMENT! Works Offline.",5,0,3.60.0,2026-03-16 19:16:52,,,3.60.0
672c9059-b4c1-41c9-9380-0feb40f669e7,Святик Дрозд,https://play-lh.googleusercontent.com/a-/ALV-UjVf3-NOHdhdK5SFRcwjub4NpDqffHwqY-zxYvCpk0FGj-p2bYc,"peak, hits good like the old days",5,0,3.60.0,2026-03-16 19:08:35,,,3.60.0
d94a033f-17b4-47a7-afee-49bfbf61bae6,Eugenia John,https://play-lh.googleusercontent.com/a/ACg8ocLufQvTfep08bhUsKs2_ScUC7P1lNfNXdcIqga2QXgy57evLA=mo,I've got a problem 🥺 The new season I'm told It is not supported On my phone device why?,5,0,3.59.2,2026-03-16 18:58:22,,,3.59.2
da3ebca4-4fac-45b1-9cfb-4f3772b2936d,Willow,https://play-lh.googleusercontent.com/a-/ALV-UjV6N1Bf4T79oYtHMBCGUq_-IcydOMq32epG3aIY3zpVG_9dojU,I love this game,5,0,3.60.0,2026-03-16 18:51:56,,,3.60.0
5b883522-c5f1-4c47-a255-16de47da93ef,Drayden Smith,https://play-lh.googleusercontent.com/a-/ALV-UjVtNaZQgVBQN14tqmInP4zll6Cd_B7F0uGqzmnyMsQO4yrw1gkh,I love this game so much bro like this game is fun this game should be in every app store this is so fun bro,5,0,3.60.0,2026-03-16 18:41:10,,,3.60.0
aa9a2910-6562-4e0c-a317-a2c363a26dc4,Muhammad Syed,https://play-lh.googleusercontent.com/a/ACg8ocLV4GLBr4j33oXxriG14ThKWqwcqrmPdrOEN6xjcYC3NU0UNg=mo,❤️❤️❤️🥰😍😘😛🤯🤡💖💝🫀🫀,5,0,3.60.0,2026-03-16 18:26:23,,,3.60.0
49d47881-b7b9-4f0e-adbe-f0319b5078d5,Logy Lolo,https://play-lh.googleusercontent.com/a-/ALV-UjVM2UAqixL8urjC6Tl1plQ-zD5MfLM3TikF127XvB7CY9jgNHQ,Good,4,0,3.60.0,2026-03-16 18:20:25,Hi there! We appreciate your positive feedback! Thank you for sharing your thoughts. It really means a lot to us!,2026-03-16 19:32:44,3.60.0
d4103339-a82d-4496-afdd-0ff4f043028a,Tyrone Lampkin,https://play-lh.googleusercontent.com/a-/ALV-UjXyJLuVfAhTvn8TPoU4Te2Xhe-pdyvplzJ16xRuxMOpetKKI73j,great experiments,5,0,3.60.0,2026-03-16 18:19:04,,,3.60.0
27201281-6845-4a61-872c-6f3e7b0f0cbb,Priyatosh Bharadwaj,https://play-lh.googleusercontent.com/a-/ALV-UjWSIABF_2mvw6yWvx34dTnFsfyBeAZqMGqnMLfkHO9vv6x2LsnO,can't get my old credentials and achievements,1,0,3.60.0,2026-03-16 18:18:21,"It seems you're having difficulty accessing your credentials and achievements, and we appreciate you highlighting this. For further assistance, please reach out to our support team via the in-game Help section under Settings → Support. Your feedback matters, and we look forward to helping you resolve this!",2026-03-16 19:32:50,3.60.0
ac494313-8ff2-48b2-897f-902feb968d79,Free Gamer 2.0,https://play-lh.googleusercontent.com/a-/ALV-UjXKtBza9fEBV6VZ5RtT5pTxQjtcZ9eC_dhwVSgZMElQWAST_Syz,Goat 🐐 Game,5,0,3.60.0,2026-03-16 18:15:00,,,3.60.0
298a6687-e6c6-4530-84d5-49a872aeec68,Jennifer Jenny,https://play-lh.googleusercontent.com/a/ACg8ocJPgoGE8IoFVFltJJvxGq8eY5AV4RxUxonKhPtHSCHQGZ4wwA=mo,game is good from other games itni acchi game hai itni acchi game hai ki log uski copy karte hain jaisi Koi Nahin a sakti ek yah ek hi acchi game hai bahut iski copy Hui hai jaise ki Tom Gold run lekin yah sabse acchi,5,0,3.60.0,2026-03-16 18:11:47,,,3.60.0
05540f1e-b117-4809-844e-7b2d7ffdceed,Nofil Noman,https://play-lh.googleusercontent.com/a-/ALV-UjXW5RPjaTY82fSrcFh6XE70AGhKRRu5MQx-f0bQKs-ZzGCjhwC9,relaxing and time killer,5,0,3.60.0,2026-03-16 18:03:12,,,3.60.0
7d740b4a-c38d-46ac-a504-22ab826ddacb,eman alzoubi,https://play-lh.googleusercontent.com/a/ACg8ocIvMKo-rpg8jQDin9U0NXnGN02dDCjmNj2LROXdvjvYfkw2CQ=mo,IL,5,0,3.60.0,2026-03-16 18:00:00,,,3.60.0
a8b50bd4-c36f-4360-bed8-8df9fcea0564,My Tele,https://play-lh.googleusercontent.com/a/ACg8ocJoVN6FmEzZc9ZyNCgv9i5Nj3_B1MFXQ983wHxE66LNqckUjg=mo,the is game happy,5,0,,2026-03-16 17:42:12,,,
6da2ba0f-6d44-47a6-a76e-ad552d8e42c9,sara naiem,https://play-lh.googleusercontent.com/a-/ALV-UjUxYnJcjzXPcAPgA-CLS9IbHo1gkVGdTzEli-uVTpber0r-siDMFw,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,5,0,3.59.0,2026-03-16 17:40:07,,,3.59.0
7d960339-10e7-492e-97de-68f2134fb918,Gungun Singh,https://play-lh.googleusercontent.com/a/ACg8ocL734wGwGAYiH9WIrZJsuQdnwv4AmtLToCgkvKgWYHxa1eNsQ=mo,I love this game,5,0,3.60.0,2026-03-16 17:29:18,,,3.60.0
926f86ea-d856-4bd1-a0a9-1b862c7c0c7c,Aarav Sonar,https://play-lh.googleusercontent.com/a-/ALV-UjX6jtx8EobD2Jy8Ae-XRrIVZM61lqOINzTKMgQNII8VyZo_rc_3Eg,Maine to aapane friend Maine Sath friend ko add kiya tha bahut maja aaya yaar.,5,0,3.48.2,2026-03-16 17:27:25,,,3.48.2
3e4aefec-5b5c-4f90-8e9f-e7715f9139ef,Biren Barman,https://play-lh.googleusercontent.com/a-/ALV-UjVwKpGDpaPwEsKXXwsW8HgAdW2u8XJQWcHI55rjU7zMbq4ge8Q,so i think its so so best game i play in my life and I think world's best game play graphic is so amazing and mind blowing i think you should give more free keys 🔑 that's i cut one star 🌟and it's no end point so beautiful bords and cheater i love too play this game in the world is really good nice best game ♥️♥️♥️♥️,4,0,3.59.0,2026-03-16 17:21:30,"Thank you for your wonderful feedback on the graphics and gameplay! We value your thoughts on free keys. If you have specific suggestions or need assistance, please contact our support team via the in-game Help section (Settings → Support). We're here for you and hope you continue to enjoy the game!",2026-03-16 19:33:10,3.59.0
cd8e4183-0754-40a5-87c0-310d77421e88,Jake Saupan,https://play-lh.googleusercontent.com/a-/ALV-UjW1rdfTyr0H2gjo0i9aUpVnv1nsyl05Ti3lk55HxUN51ZRy4z4,This game is so fun that every time I have nothing to do this is what I play MAKE. THIS GAME POPULAR PLEASE!,5,0,3.60.0,2026-03-16 17:05:21,,,3.60.0
92aa6a2c-2f25-45c7-90e3-85045edbc82d,Dhiraj kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVtgRGf3epxWIh1T0OOgNNMMioapr9KaXZfEXhAf0jRLbEsrI4rOQ,this game is so beautiful and also played by offline when I'm bored and I have no internet connection I will play this game because you do not need any internet is save also my internet and I will play without internet when I am in train and internet was is coming my favourite game was roblox but sometime when I am train I do not played because it's need internet but I am bored I play this game Subway surfers at 5 star it's needed,5,0,,2026-03-16 17:00:13,,,
820061f9-b2c4-41b6-9497-a94250b53a13,Ayub Ch,https://play-lh.googleusercontent.com/a/ACg8ocLjnXBNbIPMUdDr2S78af6iCtzdvQPK64tHmwnX91pfNiyapA=mo,nice game,5,0,3.59.2,2026-03-16 16:46:04,,,3.59.2
fd053dd6-37d9-44af-8136-a94c7ea0b7a8,Mason Gratto,https://play-lh.googleusercontent.com/a-/ALV-UjUUBtC5pi3Vmbc3spz43A1mMopPolIlcsZHo0SwyuxbPcqICqg,subway surfers is my favorite game on my tablet rn also subway admits I'm begging u giv me fr3e stuff,5,0,,2026-03-16 16:35:12,,,
61d0bcff-2eeb-476e-ab87-22427a1d0614,Hisham Kakkaadan,https://play-lh.googleusercontent.com/a-/ALV-UjUOt6zjw1qjmL_6-Ls5w7ilB981JIbKkumznuSsRfqpO3SIKoRR,good,5,0,,2026-03-16 16:24:29,,,
24fd500e-01c7-46a0-8447-015fbe1282e0,Brajeshkumar Pandey,https://play-lh.googleusercontent.com/a/ACg8ocJX7AAWWmf5z87rvgXaLcREb6PLbJmvlauCqKlmJ41hxGf62w=mo,good game,5,0,,2026-03-16 16:18:59,,,
4f894989-ba29-4753-b793-a4e77a5c38b3,Aayansh BVS,https://play-lh.googleusercontent.com/a-/ALV-UjWTM0AYkL5uorAow_RNdXlydFV7ni53IGuvyCWkBy70Q51VjWCT,am want steal a brinrot on this 😥😥😢😢😢😭😭😭,5,0,,2026-03-16 16:13:20,,,
d02df6a3-be6e-4c7a-91ba-1669d97818af,Erick Okon,https://play-lh.googleusercontent.com/a-/ALV-UjXHwo0lDXBxsgER4LUVQj24cbohCeu62ifyTn9uDy8gYMztfN0,nice game i really love playing it,5,0,3.59.0,2026-03-16 16:08:47,,,3.59.0
9c6c2d88-8e01-4252-9653-56f71504e8cf,Mikey Cargle,https://play-lh.googleusercontent.com/a-/ALV-UjXiHMUxk33BaHdscwidqjIgdtetnLRZ1fC23O-DzbPQt5wRdDz8,very good 💯 I like it,5,0,3.60.0,2026-03-16 16:07:48,,,3.60.0
7a980c3e-e095-4c31-a632-af477c644463,ლუკა გეთია,https://play-lh.googleusercontent.com/a/ACg8ocLheSTTMmiwy5TO30UDtiqLKUmBsKYExHu2J1Uo9QkFwFPKog=mo,ssoo good. aap,5,0,3.60.0,2026-03-16 16:03:42,,,3.60.0
2274dfec-6a0e-4d71-8fe5-92c4050b73bb,Qasid Hussain,https://play-lh.googleusercontent.com/a-/ALV-UjVyqV_NOVI73Al_ByDwQ9k7Y__IAo6zwKfoa8qs5OQGWeBNKcY,When is the update coming?,5,0,3.60.0,2026-03-16 15:53:33,,,3.60.0
f1f25512-ac68-4b77-ac28-d55ea89b3bd7,Priyam Dubey,https://play-lh.googleusercontent.com/a-/ALV-UjWFr9w60-KziJJJGJXeMJ0lETulAHppjrvSR-ahVPht1Livo7cL,awosome game their are no issue of ping because this game is offline and the optimization is too good it is good source of time pass and peace!,5,0,,2026-03-16 15:50:39,,,
72f2b1f7-da11-4a27-be85-88b90e471090,BINAY DUBEY,https://play-lh.googleusercontent.com/a/ACg8ocIkCReWS43i9LrOcD7_XiAIirsYOkMtZATQXU6vG6guO1v1CQ=mo,dudu game 😂😂😂,5,0,3.60.0,2026-03-16 15:49:33,,,3.60.0
d37bb3d7-81ee-4d56-ae6a-282fe25557da,Rani Narah,https://play-lh.googleusercontent.com/a/ACg8ocJzZ4hDntZmlkVaR4rGy5c0V8F5aeA82ImRvZhQvz-uUwAdqg=mo,this game is best I play on 2017 I play for 3 howare and I love this game and his graphics are best and his character are best,5,0,3.60.0,2026-03-16 15:49:08,,,3.60.0
95324b05-3f23-4025-972c-45a4d34b309e,Amit Kumar Gupta,https://play-lh.googleusercontent.com/a-/ALV-UjWqPQeZ55EAbegqo7xDA00id-y38oXQvDQrcm3J_zLDNMBzx9s,first choice,5,0,3.60.0,2026-03-16 15:47:56,,,3.60.0
b0018e3c-88ad-4d36-841f-7fc18a677309,Okona Dlavana,https://play-lh.googleusercontent.com/a/ACg8ocJ3s1t2iYzd4qS4K9vrN4paGKD_yunFdXMrdBVZ_IBgRa_v4g=mo,help download gamy,1,0,,2026-03-16 15:29:05,,,
82280fe0-c7d7-485d-af82-3f33e3995f1f,Das Ravi Das,https://play-lh.googleusercontent.com/a/ACg8ocIjfo_UFEf7kJk8wVOCl-RWQPf9MEYJcPogkcLnaHtZy2I3dQ=mo,very Best game,5,0,3.55.0,2026-03-16 15:21:12,,,3.55.0
036f2a8e-6470-4c64-9c0b-58783493250e,Nahla Hossam,https://play-lh.googleusercontent.com/a-/ALV-UjWVAChJnCHpyfADa9pT2b4CQTQI9ireYZYEDHz69Hlq4CwxnKpTOA,It's very challenging but some people like it and I feel the same 👍 I would recommend these kinds of games ⭐⭐,4,0,3.60.0,2026-03-16 15:07:48,"Hi there! We're so happy to hear you find the game both challenging and enjoyable! Your recommendation truly means a lot to us, and we appreciate your support. Keep having fun and exploring all the exciting challenges ahead!",2026-03-16 17:35:44,3.60.0
9b7995aa-2b47-4b6b-a4aa-a8780b24bf75,Raylon Tittle,https://play-lh.googleusercontent.com/a/ACg8ocIw12ogGu9BksrcEXCLi8FcGtTcapd3pM7yoMPwD3FfxMdE6g=mo,for the ogs,5,0,3.60.0,2026-03-16 15:04:22,,,3.60.0
274c80c0-5e24-49de-bbde-a0b338cefe2c,Tia Alashkar,https://play-lh.googleusercontent.com/a-/ALV-UjUUuqpl0sBlGfA9NpSX_TC-iI7tEhr2MwlNgIdXQu6JVKgKjEBc,I got hacked 2 times & that's why I deleted,1,0,,2026-03-16 14:59:47,,,
f169fd92-aa5e-46f4-b551-1280b9523c44,NDUBNE LESHABA,https://play-lh.googleusercontent.com/a/ACg8ocIK8JElcguIeEBriAViH3rdC-8yKP1Ceg6owB-LsgtzZ_ZI4Q=mo,this is an amazing game it keeps me busy I can't wait to update 🥰🥰🥰 it's full of New events it really keeps my mind busy.,5,0,3.60.0,2026-03-16 14:58:25,,,3.60.0
05c0074a-ef10-43d3-aec4-014e02c0a852,Wiz Gucci,https://play-lh.googleusercontent.com/a/ACg8ocKY0A4jJjvBGCKD5qpMcKsGubZJrZ38twN3u4xsmwOX5xDOZw=mo,nice game to play 💎,5,0,3.60.0,2026-03-16 14:56:23,,,3.60.0
ea2866b4-f1b0-4fc8-ba59-a15933daa160,Krystian Ballew,https://play-lh.googleusercontent.com/a-/ALV-UjVYNIHPxeb-f8x8EwQbRwjbddpqVf07xlK74uPINNgTHin1gCZd,it gives me nostalgic vibes from 2016 I really think you'll like it ❤️❤️,5,0,,2026-03-16 14:55:31,,,
4c04d1c6-1aa0-4b60-9736-ceb996054ca2,Alex Elias,https://play-lh.googleusercontent.com/a-/ALV-UjXpKyG3zA0WrTTAlruEA-zf7OdmNWe_9ikR4UMgDDs7LmSeynCOcg,getting carried away what the advertisements go back to the old scoring system,1,0,3.60.0,2026-03-16 14:50:02,"Thank you for your feedback! We appreciate your thoughts on the ads and scoring system. While ads and optional purchases help keep Subway Surfers free, we recognize they can be bothersome. Your input is important, and our team is working on enhancements. We hope you'll consider updating your rating and continue enjoying the game!",2026-03-16 15:51:10,3.60.0
e4d9600b-0392-4680-a821-a2b24c8a6697,Kaarnit Nagpal,https://play-lh.googleusercontent.com/a/ACg8ocL_UEK-SxezfpyZAsvvQ6dC9JSUdi7zsnnrzPHtX766qNWBcg=mo,I loved it,5,0,3.60.0,2026-03-16 14:45:33,,,3.60.0
34a0d3aa-0f6d-43ee-92df-3c6b3fc2c5f2,Shivam Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjW77biRNWAeDZZVC00aHV3-qfKs8z5BPiWCHg3FjGwBJdUFoZk,this is good game,5,0,3.60.0,2026-03-16 14:44:16,,,3.60.0
025f6ee2-7dca-4e91-b61f-ba479edc5226,Meerab Hashmi,https://play-lh.googleusercontent.com/a/ACg8ocLjS9h8EpCBI5QqCEk3VT3BsULldJPp2-sLPybCbnCqQ_BdSg=mo,Best game I ever seen,5,0,3.60.0,2026-03-16 14:32:57,,,3.60.0
32554d0d-7140-4773-9d13-5bcfd68f22d6,Ruby Saini,https://play-lh.googleusercontent.com/a/ACg8ocJZw3JpZUz399AVala1gXejihH1hX_sc2dskPfvGFQHd0FB1w=mo,game was very very good,5,0,3.60.0,2026-03-16 14:21:41,,,3.60.0
ebd1c3db-beda-4975-a012-8ae96e91fb9b,Kalpana Dey,https://play-lh.googleusercontent.com/a-/ALV-UjV03LkEVvygj0W4dBYR3vBSnM3Rvk3H2L8VZeXcKEzAFTKjLyAp,I have been playing this game since my childhood and it is one of my favourite game,5,0,3.59.0,2026-03-16 14:04:12,,,3.59.0
b096f4f6-162b-4b6a-b197-0e1005a57ba6,RahanaRajesh RahanaRajesh,https://play-lh.googleusercontent.com/a/ACg8ocIZyaZSOubg-03aMMfGBCx-PCbPGFULNISQpxV7uudGdnicHQ=mo,This game is number 1 game inthe world i play daily and enjoy every movement,5,0,3.60.0,2026-03-16 14:03:23,,,3.60.0
680b1f8c-561f-4dd6-b7c3-039f869d4b67,Aryan Raj,https://play-lh.googleusercontent.com/a/ACg8ocINNsffrKhzpbmvhliTBjpDRrr2w_0ITiPE3gRyTQfZq0Wm6OQ=mo,W game bro like one of my best games ever like the flying tool is fire like simply no ads but very rarely I see ads like in any other games I've been watching more than twenty ads each minute and the graphics are amazing like irl 😁😁 (not showing teeth hehe),5,0,3.60.0,2026-03-16 13:58:39,,,3.60.0
1cafaf0f-184a-49a1-bd6c-62830b824e85,amal sebastian,https://play-lh.googleusercontent.com/a/ACg8ocIN7NycJJXC7sc7_0_sbucd4ldfzGljpwvfHRQOslrvYHVSrA=mo,gud mind relaxing,5,0,3.60.0,2026-03-16 13:51:44,,,3.60.0
0404e3d5-b54f-4642-bb2e-abff8c3816dc,Maruf Islam Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWCS0y4VTUK4YnHu_137WJx71AzsjBBwV9tTQbzQ7UzIyY0BwNC,nais gem's 🔥🔥🥰🥰🥰,5,0,3.60.0,2026-03-16 13:35:40,,,3.60.0
b4fa1f22-31c9-4fb1-8d27-4c7ed24f8b04,Mr vansh Sankat,https://play-lh.googleusercontent.com/a-/ALV-UjXqhDOeVozrBYx6ZKyH9T-BuY2HOWnXbsgLFmdpZEiaBkwazRA,my id lost,5,0,,2026-03-16 13:15:02,,,
49c93f43-666c-4543-abd0-7094e982de5f,Rashmi,https://play-lh.googleusercontent.com/a-/ALV-UjUTWRFIa8gaGxlM3MNOIomeo_-uZkL1ol6ZVHQ60vpv-l8hE_U,this is the best it so nostalgic game +so fun,5,0,3.60.0,2026-03-16 13:14:54,,,3.60.0
584b0294-4e10-46b9-ba9e-d708cc75a38a,Waheed4 Mughal,https://play-lh.googleusercontent.com/a/ACg8ocLclg8AAp6ImCqeCaGzCDMgrI6v3eJ5iQL2OEI08spcOUY2aw=mo,good graphics good for kids very best,5,0,,2026-03-16 13:04:54,,,
8a7b98bc-ae97-4cee-b3d9-8b7d372b4651,P Papa,https://play-lh.googleusercontent.com/a/ACg8ocKJ1sxzjEiRyXQeiUB1zKrRPr2HDNqW8YI4urfDsNK1eIVWuw=mo,good game 😁😁,4,0,3.60.0,2026-03-16 13:04:42,"Hi there! We appreciate your positive feedback and are so glad you're enjoying the game! Your support means a lot to us. Keep having fun, and we hope you continue to love your experience! 😊",2026-03-16 15:26:03,3.60.0
8e815d41-5f32-466f-84a5-6163d376f9da,Alex Mwambughi,https://play-lh.googleusercontent.com/a/ACg8ocJQ1Ow81TqaldgYhwJE8tfRd1PhfZ5Iv0mu6ugC_onZjUBqzA=mo,I have a lot of fun and fill like I can't give up rather just keep on moving forward,5,0,3.58.2,2026-03-16 12:55:17,,,3.58.2
074a77a8-0b18-46f3-b338-0a9b8a53bca2,DURGA YADAV,https://play-lh.googleusercontent.com/a-/ALV-UjXgeUQwLpqBuOQGtv8m8hDRNp5GXlst9eHKgluT6YMg5SXLbI1u,This is the best game. This is the best game in the world. Playing this game would make anyone happy. It is my favorite game. I have been playing it since childhood. I have never seen a better game than this anywhere else.I love this game. Thank you.,5,0,3.60.0,2026-03-16 12:54:43,,,3.60.0
cdd5cc59-51a5-45ca-bb3d-4098197236d7,Shahnaz Ansari,https://play-lh.googleusercontent.com/a-/ALV-UjWuKXiyfeDruRfS-P9qu3JHa4B7Ibyset6uYVHU3NUNINKUgHo0,best offline and online game best hame ever,5,0,3.60.0,2026-03-16 12:54:39,,,3.60.0
2d4e5034-db04-49b3-8e68-0c3b3f92dd3d,Nirvan Motive,https://play-lh.googleusercontent.com/a/ACg8ocJGT8fFj5GlUxBdNNhIdrW1w4nWP16f4v67iSkScuEjHzEvEw=mo,very nice seeing gamee,4,0,3.60.0,2026-03-16 12:45:52,"Hi there! It's awesome to hear you’re enjoying the game! Your feedback means a lot to us, and we’re excited to keep bringing you more fun experiences. Happy gaming!",2026-03-16 15:02:35,3.60.0
